Food_Code,Food_Name,Category,Calories,Protein,Carbs,Fat,Fiber,Sugars,Sodium,Cholesterol,Protein_Efficiency,Caloric_Density,Bulking_Score,Cutting_Score
14204010,"Cottage cheese, farmer's",Milk and Milk Products,306.0,3.08,15.08,25.93,0.16,6.89,235.3,30.7,1.01,3.06,16.76,3.44
12100100,"Cream, NS as to light, heavy, or half and half",Milk and Milk Products,305.0,17.47,54.97,1.69,0.49,21.53,526.3,79.3,5.73,3.05,65.47,47.29
12120100,"Cream, half and half",Milk and Milk Products,393.4,19.77,44.28,15.25,0.41,7.77,340.4,5.5,5.03,3.93,65.61,52.26
12120110,"Cream, half and half, fat free",Milk and Milk Products,124.1,11.21,14.05,2.56,0.3,14.05,383.1,49.0,9.03,1.24,30.69,31.75
12120106,"Cream, half and half, flavored",Milk and Milk Products,251.0,10.14,21.42,13.87,0.35,20.65,285.8,27.6,4.04,2.51,33.5,26.1
12130100,"Cream, heavy",Milk and Milk Products,400.0,11.36,47.76,18.17,0.24,3.23,224.5,41.1,2.84,4.0,50.6,26.56
12110100,"Cream, light",Milk and Milk Products,503.2,15.47,41.14,30.75,0.2,17.7,410.5,81.7,3.07,5.03,56.54,36.75
12140000,"Cream, whipped",Milk and Milk Products,346.2,11.77,32.75,18.68,0.3,32.75,493.4,73.2,3.4,3.46,43.38,28.99
13140700,Creamsicle,Milk and Milk Products,303.4,7.36,31.96,16.24,0.49,31.21,229.2,15.8,2.43,3.03,33.73,16.99
13210370,Creme brulee,Milk and Milk Products,468.3,22.94,16.68,34.42,0.07,11.7,135.0,89.9,4.9,4.68,58.9,59.59
13210300,Custard,Milk and Milk Products,376.7,14.51,17.22,27.75,0.29,17.22,484.8,42.6,3.85,3.77,41.4,36.58
12350010,"Dip, NFS",Milk and Milk Products,373.8,19.62,8.77,28.91,0.39,8.77,50.6,33.8,5.25,3.74,47.36,52.16
11531000,Eggnog,Milk and Milk Products,273.1,6.88,28.41,14.66,0.46,19.39,360.9,65.1,2.52,2.73,30.7,16.1
13210450,"Firni, Indian pudding",Milk and Milk Products,401.1,14.11,53.26,14.62,0.49,34.06,391.8,20.8,3.52,4.01,58.86,35.29
13210350,Flan,Milk and Milk Products,263.3,23.13,30.25,5.53,0.35,30.25,210.6,86.4,8.78,2.63,64.02,64.82
11461220,"Frozen yogurt bar, chocolate",Milk and Milk Products,235.3,13.31,23.99,9.57,0.03,23.99,493.4,100.0,5.66,2.35,40.97,35.28
11461210,"Frozen yogurt bar, vanilla",Milk and Milk Products,325.9,24.72,9.97,20.79,0.19,9.97,510.0,84.6,7.59,3.26,57.68,68.02
11461250,"Frozen yogurt cone, chocolate",Milk and Milk Products,467.7,24.93,31.44,26.91,0.47,31.44,171.0,47.8,5.33,4.68,70.26,66.38
11461320,"Frozen yogurt cone, chocolate, waffle cone",Milk and Milk Products,382.3,15.34,48.46,14.12,0.07,3.38,460.4,63.9,4.01,3.82,58.73,38.51
11461260,"Frozen yogurt cone, vanilla",Milk and Milk Products,424.6,5.84,52.56,21.22,0.11,34.24,382.3,39.0,1.38,4.25,42.21,9.25
11461300,"Frozen yogurt cone, vanilla, waffle cone",Milk and Milk Products,336.3,5.5,37.59,18.21,0.39,26.97,515.7,57.4,1.64,3.36,33.16,10.55
11461200,Frozen yogurt sandwich,Milk and Milk Products,527.4,12.2,51.43,30.31,0.02,3.27,244.6,82.0,2.31,5.27,55.39,26.09
11459990,"Frozen yogurt, NFS",Milk and Milk Products,449.2,4.62,31.35,33.93,0.26,31.35,426.6,48.2,1.03,4.49,29.41,5.4
11460100,"Frozen yogurt, chocolate",Milk and Milk Products,278.9,13.02,34.87,9.71,0.09,24.26,231.4,60.4,4.67,2.79,46.26,33.66
11460510,"Frozen yogurt, soft serve, chocolate",Milk and Milk Products,401.7,18.06,10.62,31.88,0.41,10.62,443.7,63.3,4.5,4.02,45.45,46.97
11460500,"Frozen yogurt, soft serve, vanilla",Milk and Milk Products,544.1,4.71,53.64,34.52,0.35,27.73,206.4,82.3,0.87,5.44,41.68,3.95
11460000,"Frozen yogurt, vanilla",Milk and Milk Products,483.0,16.81,32.97,31.54,0.02,15.49,571.7,89.6,3.48,4.83,54.93,40.81
11553130,"Fruit smoothie juice drink, with dairy",Milk and Milk Products,467.8,21.37,54.17,18.4,0.09,15.07,40.5,91.9,4.57,4.68,74.5,54.93
11553100,"Fruit smoothie, NFS",Milk and Milk Products,325.4,15.99,16.21,21.85,0.2,16.21,278.6,33.0,4.91,3.25,43.34,41.86
11553110,"Fruit smoothie, with whole fruit and dairy",Milk and Milk Products,309.5,23.87,42.47,4.9,0.43,25.4,539.9,81.0,7.71,3.1,72.07,66.28
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",Milk and Milk Products,146.8,12.35,3.19,9.4,0.27,3.19,177.0,18.2,8.41,1.47,27.76,34.65
13140900,Fudgesicle,Milk and Milk Products,160.1,6.33,13.94,8.78,0.43,13.94,328.3,15.9,3.95,1.6,21.23,16.65
13161600,"Fudgesicle, light",Milk and Milk Products,213.3,20.3,12.67,9.05,0.08,12.67,461.3,54.3,9.52,2.13,49.07,56.79
13110470,"Gelato, chocolate",Milk and Milk Products,232.8,8.6,46.57,1.34,0.45,24.15,393.2,67.6,3.69,2.33,42.81,22.04
13110460,"Gelato, vanilla",Milk and Milk Products,579.1,20.27,49.28,33.44,0.39,17.14,422.2,46.6,3.5,5.79,70.97,50.01
11116000,Goat milk,Milk and Milk Products,346.1,9.84,19.23,25.54,0.32,19.23,299.2,16.4,2.84,3.46,32.76,23.24
11512005,"Hot chocolate / cocoa, NFS",Milk and Milk Products,309.9,13.66,34.77,12.91,0.23,34.77,50.9,29.0,4.41,3.1,47.8,35.24
11514150,"Hot chocolate / cocoa, dry mix , made with non-dairy milk",Milk and Milk Products,283.5,6.99,5.52,25.94,0.29,5.52,109.7,80.6,2.47,2.84,19.58,15.88
11514130,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk",Milk and Milk Products,509.4,10.68,51.27,29.07,0.48,7.97,446.6,94.1,2.1,5.09,52.09,22.81
11514100,"Hot chocolate / cocoa, dry mix, made with water",Milk and Milk Products,183.9,14.72,4.75,11.78,0.07,4.75,594.3,35.6,8.0,1.84,33.65,40.62
11514160,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream",Milk and Milk Products,124.2,7.44,10.67,5.75,0.41,10.67,328.1,39.1,5.99,1.24,21.46,20.66
11514110,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk",Milk and Milk Products,359.9,20.82,15.5,23.85,0.38,15.5,298.8,44.1,5.78,3.6,52.99,56.02
11514340,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk",Milk and Milk Products,272.1,19.37,3.78,19.95,0.38,3.78,225.0,83.0,7.12,2.72,43.35,53.43
11514360,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",Milk and Milk Products,438.2,18.89,40.16,22.44,0.35,28.05,173.5,37.8,4.31,4.38,62.24,48.61
11514310,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",Milk and Milk Products,437.6,22.3,22.8,28.58,0.22,20.09,293.7,33.6,5.1,4.38,60.38,58.59
11514320,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk",Milk and Milk Products,265.5,19.45,28.64,8.13,0.45,20.43,339.8,91.1,7.33,2.66,55.88,53.94
11512020,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",Milk and Milk Products,217.3,8.33,16.27,13.2,0.01,16.27,150.5,36.1,3.83,2.17,26.97,20.66
11512030,"Hot chocolate / cocoa, made with non-dairy milk",Milk and Milk Products,406.3,5.63,49.2,20.78,0.34,39.88,314.1,13.3,1.39,4.06,39.92,9.44
11512010,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk",Milk and Milk Products,433.7,18.69,49.45,17.91,0.27,7.14,285.0,55.6,4.31,4.34,66.44,47.94
11514350,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk",Milk and Milk Products,249.3,5.43,46.86,4.46,0.2,40.27,115.5,26.8,2.18,2.49,36.78,11.7
11514325,"Hot chocolate / cocoa, reduced sugar, made with non-dairy milk",Milk and Milk Products,395.8,16.73,8.2,32.89,0.31,8.2,109.4,80.4,4.23,3.96,41.52,42.89
11514330,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk",Milk and Milk Products,469.2,16.64,30.27,31.29,0.39,9.28,207.7,28.6,3.55,4.69,53.11,41.32
11512100,"Hot chocolate / cocoa, with whipped cream",Milk and Milk Products,426.5,14.82,33.1,26.09,0.22,8.12,191.8,39.5,3.47,4.26,50.46,36.37
13120140,"Ice cream bar, chocolate",Milk and Milk Products,172.3,17.55,11.82,6.09,0.05,11.82,465.7,30.2,10.19,1.72,42.73,49.3
13120050,"Ice cream bar, vanilla",Milk and Milk Products,427.1,22.69,35.74,21.49,0.03,26.88,115.6,75.1,5.31,4.27,67.52,59.59
13120100,"Ice cream bar, vanilla, chocolate coated",Milk and Milk Products,222.4,14.27,38.05,1.46,0.04,36.38,71.1,11.8,6.42,2.22,49.79,38.44
13120110,Ice cream candy bar,Milk and Milk Products,456.2,3.27,52.69,25.81,0.18,16.23,229.3,78.6,0.72,4.56,37.45,1.05
13120740,"Ice cream cone, NFS",Milk and Milk Products,325.0,22.51,36.23,10.01,0.41,36.23,512.5,92.3,6.93,3.25,66.39,61.85
13120792,"Ice cream cone, chocolate, prepackaged",Milk and Milk Products,430.3,19.41,12.73,33.53,0.18,12.73,114.9,34.0,4.51,4.3,49.49,49.98
13120770,"Ice cream cone, scooped, chocolate",Milk and Milk Products,347.3,8.55,42.02,16.12,0.42,36.97,472.6,67.3,2.46,3.47,41.58,19.54
13120775,"Ice cream cone, scooped, chocolate, waffle cone",Milk and Milk Products,461.3,6.9,30.89,34.46,0.47,4.07,123.9,17.5,1.5,4.61,33.86,12.41
13120730,"Ice cream cone, scooped, vanilla",Milk and Milk Products,271.0,20.86,36.79,4.48,0.17,36.79,158.0,40.4,7.7,2.71,62.82,57.5
13120735,"Ice cream cone, scooped, vanilla, waffle cone",Milk and Milk Products,344.3,12.51,25.29,21.45,0.47,13.55,99.3,23.8,3.63,3.44,41.11,31.58
13120784,"Ice cream cone, soft serve, chocolate",Milk and Milk Products,273.5,15.99,28.94,10.41,0.28,28.94,527.8,65.4,5.85,2.74,49.18,43.06
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",Milk and Milk Products,365.9,5.18,23.28,28.0,0.1,23.28,447.9,63.5,1.42,3.66,25.66,8.42
13120782,"Ice cream cone, soft serve, vanilla",Milk and Milk Products,324.5,18.97,45.34,7.47,0.25,42.35,447.7,56.5,5.85,3.24,63.86,50.92
13120786,"Ice cream cone, soft serve, vanilla, waffle cone",Milk and Milk Products,266.3,19.74,10.48,16.15,0.0,10.48,444.1,99.2,7.41,2.66,47.38,53.89
13120790,"Ice cream cone, vanilla, prepackaged",Milk and Milk Products,358.8,7.14,20.84,27.43,0.28,2.25,463.8,8.4,1.99,3.59,28.29,14.8
13120550,Ice cream cookie sandwich,Milk and Milk Products,366.8,24.31,44.33,10.25,0.49,30.89,362.0,76.1,6.63,3.67,74.45,66.57
13120510,"Ice cream sandwich, chocolate",Milk and Milk Products,257.6,7.53,8.43,21.53,0.39,8.43,332.3,9.0,2.92,2.58,21.85,18.22
13120500,"Ice cream sandwich, vanilla",Milk and Milk Products,344.1,3.46,6.36,33.88,0.15,6.36,386.1,41.3,1.01,3.44,13.54,3.8
13120810,"Ice cream soda, chocolate",Milk and Milk Products,361.0,11.61,23.87,24.35,0.0,23.87,232.6,80.4,3.22,3.61,38.76,27.61
13120800,"Ice cream soda, flavors other than chocolate",Milk and Milk Products,424.4,22.29,54.81,12.89,0.22,36.66,535.1,61.3,5.25,4.24,76.23,58.82
13121000,"Ice cream sundae, NFS",Milk and Milk Products,304.4,5.05,33.17,16.83,0.32,5.11,360.6,58.3,1.66,3.04,29.73,9.7
13121400,"Ice cream sundae, caramel topping",Milk and Milk Products,590.3,19.18,54.91,32.66,0.32,22.22,392.6,79.6,3.25,5.9,71.72,46.37
13121100,"Ice cream sundae, fruit topping",Milk and Milk Products,410.4,15.33,33.98,23.68,0.4,14.95,500.3,52.3,3.74,4.1,51.75,38.58
13121300,"Ice cream sundae, hot fudge topping",Milk and Milk Products,193.4,12.68,9.81,11.49,0.22,6.25,155.7,61.8,6.56,1.93,32.2,34.61
13110000,"Ice cream, NFS",Milk and Milk Products,286.1,9.67,7.36,24.23,0.03,7.36,598.1,82.3,3.38,2.86,25.88,23.35
13110110,"Ice cream, chocolate",Milk and Milk Products,260.8,3.24,24.06,16.85,0.01,14.47,463.4,18.0,1.24,2.61,21.12,4.52
13110112,"Ice cream, chocolate, with additional ingredients",Milk and Milk Products,116.5,14.78,13.41,0.42,0.12,13.41,486.9,96.2,12.69,1.16,37.43,42.25
13126000,"Ice cream, fried",Milk and Milk Products,381.9,5.6,23.72,29.39,0.19,23.72,365.0,22.5,1.47,3.82,26.88,9.54
13110210,"Ice cream, soft serve, chocolate",Milk and Milk Products,334.3,6.3,19.21,25.81,0.24,19.21,254.9,48.6,1.88,3.34,25.55,12.69
13110200,"Ice cream, soft serve, vanilla",Milk and Milk Products,258.8,13.73,7.82,19.18,0.23,7.82,85.9,51.4,5.31,2.59,33.96,36.47
13110100,"Ice cream, vanilla",Milk and Milk Products,335.6,16.53,18.23,21.84,0.26,18.23,104.5,89.2,4.93,3.36,45.53,43.4
13110102,"Ice cream, vanilla, with additional ingredients",Milk and Milk Products,216.7,12.9,12.31,12.87,0.21,12.31,448.2,78.1,5.95,2.17,34.12,34.79
14109030,Imitation cheese,Milk and Milk Products,286.2,5.75,44.09,9.65,0.44,44.09,114.8,49.0,2.01,2.86,36.41,12.41
11710669,"Infant formula, Enfamil AR, powder, made with water",Milk and Milk Products,254.8,16.37,29.17,8.07,0.09,12.58,136.3,79.1,6.42,2.55,49.87,44.19
11710661,"Infant formula, Enfamil AR, ready-to-feed",Milk and Milk Products,243.8,13.28,34.51,5.85,0.5,13.12,567.4,66.7,5.45,2.44,46.25,35.96
11710679,"Infant formula, Enfamil Gentlease, powder, made with baby water",Milk and Milk Products,572.4,22.55,52.65,30.17,0.4,33.45,344.0,13.3,3.94,5.72,77.15,57.0
11710678,"Infant formula, Enfamil Gentlease, powder, made with bottled water",Milk and Milk Products,375.7,14.81,33.43,20.3,0.05,33.43,181.4,17.3,3.94,3.76,50.09,37.02
11710677,"Infant formula, Enfamil Gentlease, powder, made with tap water",Milk and Milk Products,434.9,11.72,42.19,24.36,0.08,41.16,157.9,26.3,2.69,4.35,48.88,26.62
11710671,"Infant formula, Enfamil Gentlease, ready-to-feed",Milk and Milk Products,368.3,10.7,5.07,33.92,0.44,5.07,597.1,21.5,2.91,3.68,27.62,25.61
11710639,"Infant formula, Enfamil Infant, powder, made with baby water",Milk and Milk Products,488.3,7.8,52.35,27.52,0.04,22.04,531.1,94.7,1.6,4.88,46.66,13.71
11710638,"Infant formula, Enfamil Infant, powder, made with bottled water",Milk and Milk Products,55.1,8.14,4.23,0.63,0.49,4.23,249.1,69.6,14.77,0.55,18.95,24.3
11710637,"Infant formula, Enfamil Infant, powder, made with tap water",Milk and Milk Products,288.7,12.27,41.09,8.36,0.06,19.02,193.7,33.1,4.25,2.89,47.97,31.16
11710631,"Infant formula, Enfamil Infant, ready-to-feed",Milk and Milk Products,354.8,11.84,27.43,21.96,0.44,27.43,467.9,44.7,3.34,3.55,40.94,29.3
11740313,"Infant formula, Enfamil Nutramigen, powder, made with water",Milk and Milk Products,230.0,16.04,10.67,13.69,0.48,10.67,404.3,35.9,6.97,2.3,39.71,44.48
11740311,"Infant formula, Enfamil Nutramigen, ready-to-feed",Milk and Milk Products,277.4,21.8,28.09,8.65,0.44,23.37,323.4,39.1,7.86,2.77,60.42,60.73
11740403,"Infant formula, Enfamil Pregestimil, powder, made with water",Milk and Milk Products,398.3,14.44,19.86,29.01,0.22,13.94,381.8,72.1,3.63,3.98,42.79,35.79
11740401,"Infant formula, Enfamil Pregestimil, ready-to-feed",Milk and Milk Products,421.3,20.02,8.94,33.94,0.23,8.94,71.9,21.1,4.75,4.21,48.72,52.09
11720319,"Infant formula, Enfamil ProSobee, powder, made with baby water",Milk and Milk Products,106.1,7.4,10.88,3.66,0.32,10.88,48.0,93.9,6.97,1.06,21.3,20.72
11720318,"Infant formula, Enfamil ProSobee, powder, made with bottled water",Milk and Milk Products,164.6,3.73,6.16,13.89,0.07,6.16,423.0,81.1,2.27,1.65,12.19,8.04
11720317,"Infant formula, Enfamil ProSobee, powder, made with tap water",Milk and Milk Products,203.5,18.45,31.66,0.34,0.16,26.85,80.1,38.3,9.07,2.04,54.76,51.6
11720311,"Infant formula, Enfamil ProSobee, ready-to-feed",Milk and Milk Products,160.8,13.57,7.56,8.47,0.49,7.56,314.4,63.7,8.44,1.61,32.53,38.47
11710605,"Infant formula, Enfamil, NFS",Milk and Milk Products,504.9,22.24,30.03,32.87,0.4,30.03,229.9,77.9,4.4,5.05,64.54,57.42
11710919,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",Milk and Milk Products,258.3,4.48,32.86,12.11,0.31,4.2,526.8,97.5,1.73,2.58,27.97,8.89
11710918,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",Milk and Milk Products,419.0,23.5,7.43,32.8,0.34,5.26,201.5,72.3,5.61,4.19,54.9,62.8
11710917,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",Milk and Milk Products,351.0,20.16,7.67,26.64,0.27,7.67,224.9,65.1,5.74,3.51,47.66,54.0
11710911,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",Milk and Milk Products,485.1,9.31,34.7,34.34,0.32,14.47,391.4,56.3,1.92,4.85,40.82,18.87
11710921,"Infant formula, Gerber Good Start Gentle, Stage 2",Milk and Milk Products,305.2,24.32,41.73,4.55,0.38,3.18,42.6,35.7,7.97,3.05,72.56,67.62
11720619,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",Milk and Milk Products,457.3,9.09,33.39,31.93,0.11,31.9,390.0,74.6,1.99,4.57,39.45,18.34
11720618,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",Milk and Milk Products,392.4,15.73,25.25,25.38,0.24,25.25,543.4,45.1,4.01,3.92,48.01,39.82
11720617,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",Milk and Milk Products,284.5,19.34,24.55,12.11,0.19,24.55,52.9,87.4,6.8,2.84,53.8,52.71
11720611,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",Milk and Milk Products,104.8,17.97,5.83,1.07,0.13,5.83,524.9,74.1,17.15,1.05,39.9,52.07
11710905,"Infant formula, Gerber, NFS",Milk and Milk Products,257.8,10.37,41.41,5.63,0.41,41.41,319.3,5.6,4.02,2.58,44.02,26.77
11710000,"Infant formula, NFS",Milk and Milk Products,333.5,3.24,9.25,31.5,0.44,9.25,372.3,68.2,0.97,3.34,14.44,3.93
11710359,"Infant formula, Similac Advance, powder, made with baby water",Milk and Milk Products,360.1,10.94,6.85,32.11,0.07,6.85,284.2,22.6,3.04,3.6,28.91,25.76
11710358,"Infant formula, Similac Advance, powder, made with bottled water",Milk and Milk Products,368.5,12.57,15.06,28.67,0.4,15.06,185.1,61.1,3.41,3.68,36.35,31.14
11710357,"Infant formula, Similac Advance, powder, made with tap water",Milk and Milk Products,246.4,10.35,42.86,3.73,0.04,36.95,312.4,70.4,4.2,2.46,44.59,26.2
11710351,"Infant formula, Similac Advance, ready-to-feed",Milk and Milk Products,128.1,7.73,3.65,9.18,0.3,3.65,312.9,61.7,6.03,1.28,18.57,21.23
11710056,"Infant formula, Similac Alimentum, powder, made with water",Milk and Milk Products,324.7,18.82,17.75,19.82,0.24,17.75,564.0,74.6,5.8,3.25,49.76,50.45
11710051,"Infant formula, Similac Alimentum, ready-to-feed",Milk and Milk Products,292.5,19.24,6.39,21.11,0.12,6.39,194.6,38.8,6.58,2.92,44.6,52.11
11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",Milk and Milk Products,352.3,7.82,53.72,11.79,0.09,39.91,405.5,52.3,2.22,3.52,46.02,16.59
11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",Milk and Milk Products,247.1,14.58,40.77,2.86,0.03,13.86,120.9,87.8,5.9,2.47,52.02,38.86
11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",Milk and Milk Products,390.6,20.93,6.25,31.32,0.27,6.25,287.8,66.1,5.36,3.91,48.89,55.52
11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",Milk and Milk Products,362.7,4.14,30.69,24.82,0.44,30.69,487.0,37.2,1.14,3.63,27.25,6.05
11710379,"Infant formula, Similac Sensitive, powder, made with baby water",Milk and Milk Products,604.7,23.34,53.47,33.05,0.24,43.38,511.4,35.3,3.86,6.05,79.46,58.41
11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",Milk and Milk Products,318.6,23.36,11.57,19.88,0.46,3.63,427.5,33.2,7.33,3.19,55.69,64.63
11710377,"Infant formula, Similac Sensitive, powder, made with tap water",Milk and Milk Products,215.4,8.49,27.94,7.74,0.49,27.94,52.5,72.0,3.94,2.15,33.1,22.14
11710371,"Infant formula, Similac Sensitive, ready-to-feed",Milk and Milk Products,483.4,14.92,48.27,25.63,0.4,33.62,424.6,85.7,3.09,4.83,58.81,35.89
11720430,"Infant formula, Similac for Diarrhea",Milk and Milk Products,293.3,15.22,40.12,8.0,0.5,40.12,400.7,24.0,5.19,2.93,53.43,40.79
11710383,"Infant formula, Similac for Spit-Up, powder, made with water",Milk and Milk Products,224.1,10.48,40.41,2.29,0.16,27.9,480.7,35.3,4.68,2.24,43.41,27.28
11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",Milk and Milk Products,288.6,21.24,3.96,20.87,0.12,3.96,73.9,71.1,7.36,2.89,47.35,58.19
11710030,"Infant formula, Similac, NFS",Milk and Milk Products,361.2,6.86,50.46,14.66,0.19,26.91,56.8,20.8,1.9,3.61,42.56,13.74
11740405,"Infant formula, amino acids",Milk and Milk Products,81.8,6.67,10.88,1.28,0.37,10.88,300.5,85.2,8.15,0.82,19.6,19.11
11740560,"Infant formula, low iron",Milk and Milk Products,488.5,20.72,33.02,30.39,0.1,7.37,183.8,10.4,4.24,4.88,62.83,52.59
11710954,"Infant formula, organic, powder, made with water",Milk and Milk Products,246.9,17.05,23.07,9.6,0.49,21.65,539.6,26.8,6.91,2.47,48.1,47.19
11710955,"Infant formula, organic, ready-to-feed",Milk and Milk Products,250.6,7.69,3.65,22.81,0.18,3.65,299.7,97.0,3.07,2.51,19.71,18.42
11710935,"Infant formula, premature, powder, made with water",Milk and Milk Products,344.8,12.93,10.67,27.82,0.35,10.67,77.0,69.6,3.75,3.45,34.64,32.59
11710945,"Infant formula, premature, ready-to-feed",Milk and Milk Products,435.1,17.4,16.48,33.28,0.08,16.48,567.9,44.9,4.0,4.35,47.39,43.66
11710980,"Infant formula, store brand, added rice",Milk and Milk Products,281.3,13.56,33.8,10.21,0.35,33.8,474.5,8.8,4.82,2.81,46.83,35.75
11710969,"Infant formula, store brand, advantage or tender, powder, made with baby water",Milk and Milk Products,311.9,5.75,38.33,15.06,0.1,25.6,66.6,60.3,1.84,3.12,33.78,11.21
11710968,"Infant formula, store brand, advantage or tender, powder, made with bottled water",Milk and Milk Products,328.5,5.89,3.72,32.23,0.31,3.72,304.5,16.1,1.79,3.28,16.92,11.72
11710967,"Infant formula, store brand, advantage or tender, powder, made with tap water",Milk and Milk Products,465.1,7.08,48.04,27.18,0.39,42.55,463.8,64.5,1.52,4.65,42.83,12.72
11710970,"Infant formula, store brand, gentle or sensitivity",Milk and Milk Products,310.5,8.92,44.27,10.86,0.23,2.56,71.3,42.3,2.87,3.1,43.08,21.01
11720809,"Infant formula, store brand, soy",Milk and Milk Products,469.7,5.89,39.94,31.82,0.09,13.4,583.7,22.2,1.25,4.7,36.45,8.46
11115400,Kefir,Milk and Milk Products,139.0,4.63,21.0,4.06,0.43,21.0,218.6,11.0,3.33,1.39,21.15,11.97
11551050,Licuado or Batido,Milk and Milk Products,441.8,15.83,24.34,31.24,0.41,18.41,177.9,41.1,3.58,4.42,48.25,39.47
13140115,"Light ice cream bar, chocolate",Milk and Milk Products,195.3,4.15,24.2,9.11,0.37,24.2,176.2,67.1,2.12,1.95,22.35,9.28
13140000,"Light ice cream bar, vanilla",Milk and Milk Products,89.8,13.73,3.78,2.19,0.45,3.78,333.5,44.1,15.29,0.9,30.25,40.29
13140100,"Light ice cream bar, vanilla, chocolate coated",Milk and Milk Products,248.2,10.64,49.69,0.76,0.33,48.24,349.3,94.0,4.29,2.48,48.61,27.62
13142110,"Light ice cream cone, chocolate, prepackaged",Milk and Milk Products,395.7,13.66,10.79,33.1,0.42,10.79,293.5,44.1,3.45,3.96,36.67,33.91
13142100,"Light ice cream cone, vanilla, prepackaged",Milk and Milk Products,270.2,21.92,40.31,2.37,0.35,28.09,76.6,48.5,8.11,2.7,66.7,61.06
13135010,"Light ice cream sandwich, chocolate",Milk and Milk Products,238.3,22.94,15.23,9.52,0.38,15.23,472.7,11.2,9.63,2.38,55.88,64.81
13135000,"Light ice cream sandwich, vanilla",Milk and Milk Products,302.3,17.45,52.7,2.41,0.03,15.54,179.2,28.5,5.77,3.02,64.27,46.36
13130100,"Light ice cream, NFS",Milk and Milk Products,131.0,10.97,19.73,0.92,0.01,19.73,185.7,54.2,8.37,1.31,33.12,30.31
13130310,"Light ice cream, chocolate",Milk and Milk Products,339.9,20.66,26.28,16.9,0.07,5.87,444.9,52.2,6.08,3.4,57.86,55.32
13130300,"Light ice cream, vanilla",Milk and Milk Products,327.4,9.57,51.86,9.08,0.21,43.89,509.9,22.7,2.92,3.27,48.34,22.58
14420100,"Meat, NFS",Milk and Milk Products,204.4,19.44,27.11,2.02,0.48,27.11,477.6,99.2,9.51,2.04,54.48,55.19
14640160,"Meat, ground, NFS",Milk and Milk Products,328.4,23.84,28.3,13.32,0.08,28.3,448.6,41.5,7.26,3.28,65.11,65.11
11541400,Milk shake with malt,Milk and Milk Products,414.0,21.96,52.14,13.07,0.14,32.91,263.0,7.4,5.3,4.14,74.13,57.88
11543000,"Milk shake, bottled, chocolate",Milk and Milk Products,464.1,8.35,40.28,29.95,0.42,21.06,410.8,24.5,1.8,4.64,41.48,16.61
11543010,"Milk shake, bottled, flavors other than chocolate",Milk and Milk Products,239.9,9.45,49.51,0.46,0.04,11.98,45.1,22.2,3.94,2.4,46.05,23.63
11542100,"Milk shake, fast food, chocolate",Milk and Milk Products,393.1,6.44,39.95,23.06,0.01,12.65,161.7,68.8,1.64,3.93,36.79,11.48
11542200,"Milk shake, fast food, flavors other than chocolate",Milk and Milk Products,295.8,3.43,7.52,28.0,0.09,7.52,165.8,14.4,1.16,2.96,13.58,4.55
11541110,"Milk shake, home recipe, chocolate",Milk and Milk Products,217.9,3.29,37.17,6.23,0.48,9.14,266.3,13.1,1.51,2.18,27.34,6.47
11541130,"Milk shake, home recipe, chocolate, light",Milk and Milk Products,90.0,7.51,12.11,1.28,0.24,12.11,67.5,78.7,8.34,0.9,21.98,21.21
11541120,"Milk shake, home recipe, flavors other than chocolate",Milk and Milk Products,401.7,24.93,28.62,20.84,0.03,28.62,149.6,90.3,6.21,4.02,68.19,66.82
11541135,"Milk shake, home recipe, flavors other than chocolate, light",Milk and Milk Products,309.9,12.97,29.79,15.43,0.2,28.86,118.5,22.3,4.19,3.1,43.93,33.11
